tick,node_id,Helmet_ID,Temp_C,Humidity_Percent,CH4_ppm,H2S_ppm,CO_ppm,VOC_ppm,Pressure_hPa,Mud_Level_cm,Mud_Viscosity_Index,Mud_Salinity_uS_cm,Accel_Z_g,Light_lux,Impact_N,Fluid_Level_cm,node_online
11,F,HM-F087,34.478,43.359,2.461,0.0178,3.15,188.556,1013.191,14.784,6.537,942.066,1.0041,11.729,0.954,13.596,1
12,A,HM-A104,34.838,48.436,2.536,0.0168,3.84,214.081,1013.457,15.749,7.372,990.132,0.957,28.893,0.995,10.933,1
12,B,HM-B210,35.002,46.06,2.797,0.0104,3.895,182.456,1011.328,12.334,6.638,954.104,0.9621,34.746,1.38,13.972,1
12,C,HM-C305,35.512,44.936,2.332,0.0152,3.722,174.069,1013.3,14.963,7.146,968.29,0.9741,21.62,1.03,11.48,1
12,D,HM-D118,35.596,41.596,2.587,0.0174,2.982,170.703,1012.55,13.62,7.463,922.879,0.9609,23.645,0.906,10.877,1
12,E,HM-E441,34.874,45.593,2.625,0.0231,3.322,180.559,1013.123,16.236,6.91,936.928,0.9781,28.696,0.765,13.046,1
12,F,HM-F087,34.337,43.496,2.138,0.0161,3.201,180.383,1012.966,14.573,7.223,948.6,0.973,18.685,0.41,11.637,1
13,A,HM-A104,35.488,43.715,2.353,0.0215,3.812,181.391,1013.277,12.785,6.991,946.931,1.0016,23.587,1.036,12.037,1
13,B,HM-B210,34.54,42.891,2.459,0.0129,3.583,172.568,1014.008,16.658,6.693,945.521,1.0361,32.116,1.154,12.924,1
13,C,HM-C305,35.82,37.093,2.308,0.0201,3.649,210.367,1013.221,11.347,7.359,976.192,0.9897,23.87,1.159,9.704,1
13,D,HM-D118,33.418,43.294,2.592,0.0233,3.585,195.037,1013.037,16.256,6.432,976.358,1.0158,21.868,0.871,13.247,1
13,E,HM-E441,35.224,47.732,2.464,0.018,3.279,205.473,1013.784,12.955,7.444,952.545,0.9628,19.823,1.581,12.535,1
13,F,HM-F087,36.011,47.434,2.572,0.0182,3.576,153.478,1013.572,16.116,7.673,930.594,0.9986,28.931,0.293,10.516,1
14,A,HM-A104,34.97,42.887,2.304,0.0118,3.689,188.968,1012.765,16.157,6.872,964.123,0.9304,20.096,0.501,11.194,1
14,B,HM-B210,34.791,46.165,2.304,0.0195,2.987,176.402,1011.112,13.405,7.545,959.786,0.9752,39.246,0.422,11.719,1
14,C,HM-C305,34.448,46.001,2.917,0.0127,3.622,178.913,1011.195,16.393,7.505,997.543,0.9588,22.01,0.731,12.582,1
14,D,HM-D118,34.788,45.935,2.421,0.0196,3.848,186.581,1014.397,15.45,6.844,894.164,1.0238,27.135,1.143,13.07,1
14,E,HM-E441,35.225,41.66,2.669,0.0195,3.723,202.886,1014.131,13.969,7.178,1019.135,1.0605,21.597,1.427,11.727,1
14,F,HM-F087,34.884,38.992,2.852,0.0167,3.189,168.09,1012.122,14.459,6.773,923.57,1.0484,28.922,0.575,13.051,1
15,A,HM-A104,34.092,48.622,2.315,0.0191,3.736,179.835,1013.797,13.409,6.99,953.942,0.9911,23.179,0.414,11.431,1
15,B,HM-B210,36.314,44.784,2.54,0.0169,3.262,158.69,1012.528,13.814,7.562,907.45,0.9575,20.105,0.812,12.166,1
15,C,HM-C305,34.574,47.284,2.623,0.0244,4.188,181.023,1011.98,14.202,7.846,864.585,1.0368,22.01,1.367,11.594,1
15,D,HM-D118,35.318,42.636,2.326,0.0199,3.253,177.216,1013.52,14.189,6.744,1014.626,1.0655,23.73,1.249,12.529,1
15,E,HM-E441,33.797,47.481,3.046,0.0191,2.983,184.361,1015.107,16.418,6.864,965.129,0.9562,20.645,1.184,10.776,1
15,F,HM-F087,33.606,42.144,2.479,0.0179,4.137,180.529,1011.632,13.908,7.083,868.334,0.9961,18.049,1.024,13.563,1
16,A,HM-A104,36.087,44.278,2.58,0.0141,3.513,176.889,1013.858,11.64,7.446,1000.278,1.0056,21.368,0.577,10.58,1
16,B,HM-B210,36.249,40.974,2.164,0.0222,3.627,174.457,1012.19,15.157,6.898,942.953,1.0187,22.494,0.955,11.191,1
16,C,HM-C305,35.559,40.69,2.804,0.008,3.686,187.542,1015.185,14.396,7.557,968.778,1.0199,30.015,1.125,11.408,1
16,D,HM-D118,35.445,43.956,2.46,0.019,3.877,198.835,1013.991,14.115,6.842,931.844,1.0652,30.138,0.969,12.455,1
16,E,HM-E441,34.409,48.323,2.234,0.0218,3.754,190.385,1013.35,13.555,6.629,946.115,0.966,19.303,1.053,11.622,1
16,F,HM-F087,33.531,43.296,2.526,0.017,3.753,151.64,1013.302,12.388,6.794,927.138,0.9758,37.173,0.764,10.428,1
17,A,HM-A104,35.637,42.382,2.198,0.0155,3.735,155.656,1014.951,15.993,6.963,946.099,0.9795,20.207,0.335,11.395,1
17,B,HM-B210,35.38,46.657,2.792,0.017,3.8,155.301,1012.408,12.738,6.561,899.292,0.965,20.519,0.0,12.216,1
17,C,HM-C305,35.062,42.145,2.355,0.0215,3.494,231.392,1014.16,15.004,7.129,967.078,0.9679,28.871,0.954,11.931,1
17,D,HM-D118,34.792,42.22,2.675,0.0184,3.611,190.518,1013.343,12.18,6.97,962.697,0.9513,18.673,1.494,12.818,1
17,E,HM-E441,35.025,44.767,2.391,0.0228,3.277,184.199,1013.4,12.602,7.648,883.567,0.9637,29.359,0.901,11.161,1
17,F,HM-F087,34.289,45.783,2.506,0.0193,3.805,147.279,1014.227,9.888,6.385,994.019,0.9776,31.964,0.908,12.385,1
18,A,HM-A104,35.423,44.824,2.143,0.0136,3.333,134.31,1013.862,13.524,6.874,946.912,0.9869,11.495,1.061,11.427,1
18,B,HM-B210,33.523,51.38,2.683,0.0165,3.596,201.46,1012.465,15.65,6.606,946.407,0.9682,18.232,0.477,12.992,1
18,C,HM-C305,35.832,43.084,2.876,0.0133,2.817,156.652,1013.901,13.899,7.275,918.156,0.9697,25.037,0.588,13.093,1
18,D,HM-D118,33.812,46.284,1.807,0.0256,3.384,189.006,1014.822,13.9,6.88,935.427,0.9828,24.448,0.888,11.895,1
18,E,HM-E441,34.073,52.311,2.476,0.0197,3.834,162.513,1013.091,14.034,8.127,935.431,1.0078,34.829,1.088,14.342,1
18,F,HM-F087,33.87,51.212,2.454,0.0218,3.317,184.609,1013.501,15.777,6.715,958.206,0.9614,23.864,1.098,9.706,1
19,A,HM-A104,35.964,43.775,2.642,0.0118,3.446,179.98,1012.895,13.75,6.489,962.95,1.0099,30.691,0.575,11.808,1
19,B,HM-B210,34.919,43.636,2.378,0.0135,3.736,214.348,1012.082,15.267,6.871,987.046,1.0135,24.488,1.264,12.123,1
19,C,HM-C305,34.689,45.566,2.299,0.016,3.155,176.292,1012.428,16.071,6.92,933.643,0.949,18.173,0.782,11.285,1
19,D,HM-D118,34.236,47.609,2.264,0.015,3.922,197.536,1014.093,13.895,6.084,928.025,0.9753,25.762,0.934,12.353,1
19,E,HM-E441,34.392,40.57,2.185,0.0229,3.283,150.637,1011.802,15.318,7.095,958.837,1.0481,18.862,0.798,12.6,1
19,F,HM-F087,33.784,44.824,2.553,0.0187,3.456,194.62,1012.788,14.391,7.355,966.401,0.9436,23.559,1.321,11.913,1
20,A,HM-A104,34.385,43.32,2.736,0.018,3.538,162.954,1015.244,15.74,7.546,1002.261,1.0314,19.56,1.116,10.933,1
20,B,HM-B210,36.445,46.862,2.585,0.0206,3.451,191.387,1012.51,15.103,6.695,962.048,0.9931,25.591,1.077,13.408,1
20,C,HM-C305,35.034,46.787,2.619,0.0186,3.499,166.583,1013.264,15.315,6.877,931.647,0.9481,19.518,0.732,11.259,1
20,D,HM-D118,35.654,44.5,2.325,0.011,3.614,170.554,1014.271,15.949,7.056,968.693,1.0147,19.802,0.805,12.524,1
20,E,HM-E441,33.009,36.727,2.378,0.0241,3.835,159.947,1013.955,14.112,7.522,858.245,0.9982,19.655,0.609,12.048,1
20,F,HM-F087,35.585,45.653,2.705,0.0192,3.774,202.0,1012.088,14.923,7.558,945.177,0.9551,23.272,1.329,12.344,1
21,A,HM-A104,35.866,46.661,2.457,0.0174,3.522,175.356,1014.453,14.539,6.817,961.351,1.0043,27.906,1.051,10.777,1
21,B,HM-B210,32.742,42.299,2.866,0.0224,3.51,185.074,1014.503,12.96,6.976,894.755,0.9145,29.643,1.219,11.787,1
21,C,HM-C305,35.365,47.641,2.827,0.0183,4.09,152.995,1012.169,15.093,6.269,893.322,0.9559,22.1,0.881,11.459,1
21,D,HM-D118,35.852,48.802,2.258,0.0202,3.304,175.762,1013.548,13.198,6.884,960.425,1.0251,14.51,0.971,11.612,1
21,E,HM-E441,35.119,46.179,2.572,0.0202,2.821,166.9,1011.877,16.465,6.615,969.651,1.0071,22.701,1.807,11.175,1
21,F,HM-F087,33.661,44.15,2.418,0.0158,3.012,167.734,1013.267,11.566,7.845,962.975,1.0019,24.631,1.439,12.653,1
22,A,HM-A104,35.12,44.004,2.17,0.0155,3.098,199.419,1013.637,15.232,7.024,941.726,0.9578,25.081,0.811,11.67,1
22,B,HM-B210,35.288,39.908,2.561,0.0165,3.349,172.245,1010.827,15.694,7.317,1000.904,0.9803,19.257,0.765,8.965,1
22,C,HM-C305,35.247,43.284,2.747,0.0249,3.809,173.775,1012.995,12.539,5.934,916.125,0.9921,21.144,0.952,11.531,1
22,D,HM-D118,34.684,41.996,2.099,0.0169,3.355,193.55,1014.228,12.593,7.029,1025.658,1.0471,21.055,0.94,12.281,1
22,E,HM-E441,37.304,45.264,2.718,0.02,4.617,177.837,1014.312,12.82,6.927,958.359,0.973,17.437,1.255,12.585,1
22,F,HM-F087,36.04,41.345,2.36,0.019,3.195,190.546,1012.947,15.086,7.06,943.031,1.0257,11.201,0.669,14.717,1
23,A,HM-A104,35.536,44.31,2.309,0.0182,3.957,187.109,1012.375,13.8,7.613,938.951,0.9844,35.465,1.019,11.628,1
23,B,HM-B210,37.053,40.953,2.305,0.0169,2.783,184.032,1011.635,13.471,5.969,968.076,0.9189,24.53,0.411,10.821,1
23,C,HM-C305,33.826,44.653,2.799,0.0119,3.784,197.64,1013.617,13.499,7.253,901.978,0.9577,23.903,0.361,14.302,1
23,D,HM-D118,35.689,46.104,1.973,0.0182,3.161,179.161,1013.491,10.227,6.888,970.776,0.9939,16.386,1.005,10.737,1
23,E,HM-E441,33.387,45.238,2.539,0.0126,3.638,184.412,1012.088,13.11,7.152,921.917,1.0121,19.632,1.408,11.885,1
23,F,HM-F087,33.996,48.137,2.482,0.0249,3.64,182.051,1013.814,14.463,6.986,1003.708,1.0,24.58,0.948,11.722,1
24,A,HM-A104,34.308,46.428,2.638,0.0171,3.518,166.552,1013.16,15.448,6.331,987.42,1.0064,23.734,0.751,13.419,1
24,B,HM-B210,36.63,44.312,3.031,0.0237,3.646,193.114,1012.627,11.444,6.863,967.438,0.9779,22.151,0.813,13.302,1
24,C,HM-C305,35.009,47.216,2.741,0.0152,3.101,166.824,1012.616,14.435,6.304,943.488,0.9733,24.338,1.734,12.749,1
24,D,HM-D118,33.953,44.648,2.674,0.0257,3.698,184.958,1010.729,15.109,7.143,956.307,1.0387,22.46,1.305,11.143,1
24,E,HM-E441,35.665,46.177,2.27,0.0219,3.515,149.626,1011.215,14.156,6.779,1039.316,1.0491,23.515,1.244,10.457,1
24,F,HM-F087,34.819,45.391,2.09,0.018,3.182,180.781,1013.243,12.948,7.28,947.09,1.0475,29.121,0.845,10.037,1
25,A,HM-A104,36.801,42.784,2.283,0.0165,3.569,161.807,1014.006,13.311,7.394,962.476,0.9946,23.377,0.769,11.184,1
25,B,HM-B210,34.897,45.145,2.807,0.0167,3.373,191.718,1012.749,14.756,7.245,967.753,1.0188,26.911,0.627,11.421,1
25,C,HM-C305,35.567,46.332,2.671,0.0196,3.978,172.611,1014.419,14.151,6.479,940.247,1.0362,25.359,0.714,10.571,1
25,D,HM-D118,33.77,43.522,2.472,0.0192,3.811,175.029,1013.497,14.231,5.924,1011.412,1.0213,16.485,0.965,10.748,1
25,E,HM-E441,36.683,41.739,2.43,0.0204,3.63,169.986,1013.217,14.175,6.528,968.394,0.9821,33.55,1.408,13.509,1
25,F,HM-F087,34.48,46.777,2.39,0.0243,3.931,154.938,1012.52,13.635,6.947,946.049,1.012,27.632,0.366,14.651,1
26,A,HM-A104,34.233,45.911,2.376,0.0152,3.669,153.627,1013.415,13.054,6.436,990.995,1.0042,24.945,1.43,12.544,1
26,B,HM-B210,36.127,45.136,2.509,0.0177,2.895,191.253,1012.382,13.774,7.019,885.388,0.981,22.917,1.277,12.36,1
26,C,HM-C305,34.576,40.899,2.406,0.0185,3.042,140.74,1012.97,13.556,7.057,940.421,0.9963,36.604,1.144,12.105,1
26,D,HM-D118,35.569,43.31,2.289,0.0129,3.78,178.143,1013.419,13.584,7.763,977.121,1.0058,26.148,0.599,9.996,1
26,E,HM-E441,35.242,45.365,2.318,0.0149,3.451,202.929,1012.117,15.06,6.724,977.763,0.9559,26.32,1.137,10.86,1
26,F,HM-F087,33.232,45.855,2.214,0.0175,3.972,179.301,1011.704,14.721,7.148,944.553,1.0273,16.68,0.572,12.065,1
27,A,HM-A104,35.016,44.088,3.134,0.0171,3.221,174.568,1012.445,12.255,6.558,972.87,0.9819,26.947,0.823,12.95,1
27,B,HM-B210,35.515,45.058,2.511,0.0168,2.747,174.617,1013.559,13.287,7.164,952.316,1.0212,31.119,0.734,10.44,1
27,C,HM-C305,33.732,42.702,2.603,0.022,3.193,165.25,1012.512,14.275,6.739,921.19,1.0011,30.126,1.007,11.454,1
27,D,HM-D118,35.46,45.784,2.233,0.0197,3.653,184.146,1013.167,16.288,6.769,891.742,1.0416,22.125,0.794,13.061,1
27,E,HM-E441,35.311,48.581,2.673,0.0153,3.776,175.478,1013.964,15.009,6.511,948.56,1.0533,21.494,1.061,9.605,1
27,F,HM-F087,36.127,42.093,3.113,0.0088,3.641,176.16,1012.522,14.579,6.906,946.401,1.0138,26.554,0.964,13.642,1
28,A,HM-A104,36.562,43.341,2.557,0.0207,3.696,187.215,1012.584,14.207,7.23,908.807,0.9905,30.055,0.706,12.368,1
28,B,HM-B210,33.956,42.477,2.355,0.0212,3.315,171.401,1013.758,14.509,6.697,957.82,0.9895,10.635,0.914,11.773,1
28,C,HM-C305,34.634,40.065,2.01,0.0191,3.291,187.548,1013.211,12.583,6.813,1051.265,1.0193,19.994,1.014,12.595,1
28,D,HM-D118,34.488,46.777,2.55,0.0164,3.995,180.686,1013.42,15.614,6.677,918.799,1.0279,15.322,0.403,13.146,1
28,E,HM-E441,36.371,46.205,3.023,0.0178,3.451,168.616,1012.435,15.181,6.327,977.008,1.0212,17.631,1.561,12.261,1
28,F,HM-F087,35.12,39.564,2.316,0.0198,2.633,171.044,1013.192,15.088,8.061,965.312,1.0553,23.599,1.13,11.494,1
29,A,HM-A104,34.818,45.77,2.757,0.0195,3.634,166.584,1012.647,13.64,7.097,906.717,1.0185,23.288,1.028,13.599,1
29,B,HM-B210,34.764,43.461,2.409,0.0197,3.755,196.94,1012.336,15.402,7.521,934.317,1.0315,28.063,0.988,13.329,1
29,C,HM-C305,35.746,46.321,2.689,0.0147,3.524,167.332,1013.794,15.874,7.627,976.005,0.986,25.191,0.972,13.521,1
29,D,HM-D118,35.043,44.104,2.451,0.0175,3.504,213.705,1014.293,14.168,6.565,936.227,0.9694,26.847,1.009,11.85,1
29,E,HM-E441,33.562,44.642,2.547,0.0149,3.982,183.494,1013.295,15.052,6.939,941.289,1.0546,28.838,1.114,11.997,1
29,F,HM-F087,33.951,45.747,2.132,0.0164,3.546,168.087,1011.35,13.065,7.032,935.149,1.002,27.247,0.568,12.347,1
30,A,HM-A104,36.221,43.51,2.437,0.0235,3.735,160.984,1013.444,13.444,6.763,967.748,0.9823,28.364,0.881,10.116,1
30,B,HM-B210,34.911,49.318,2.565,0.016,3.805,162.801,1015.279,16.587,7.897,923.16,1.0214,17.913,0.945,12.792,1
30,C,HM-C305,33.772,42.824,2.526,0.0184,3.875,151.063,1012.147,14.914,6.567,983.61,1.0378,27.392,0.875,13.087,1
30,D,HM-D118,34.846,46.011,2.199,0.017,4.029,198.961,1012.961,14.004,6.42,927.507,1.0659,28.294,1.534,10.663,1
30,E,HM-E441,35.305,40.765,2.765,0.0152,3.2,187.677,1014.084,13.83,7.529,994.294,1.0047,18.852,1.163,12.969,1
30,F,HM-F087,35.563,47.333,2.572,0.0176,3.051,182.25,1013.551,13.602,7.119,948.95,0.9694,26.63,0.775,12.379,1
31,A,HM-A104,34.713,42.274,2.854,0.0116,3.277,204.973,1011.668,16.381,7.381,921.798,0.9428,23.323,1.038,12.329,1
31,B,HM-B210,34.34,45.829,2.659,0.0159,3.328,171.841,1013.863,14.884,7.317,944.275,0.9604,18.528,1.073,13.336,1
31,C,HM-C305,33.773,45.067,2.59,0.0157,2.746,170.474,1011.158,14.409,7.09,948.931,1.0142,26.831,1.279,11.345,1
31,D,HM-D118,34.223,48.51,2.53,0.0169,3.125,159.253,1013.832,15.714,7.302,953.716,0.9568,24.824,0.919,12.772,1
31,E,HM-E441,33.501,47.349,2.939,0.011,4.054,179.171,1012.236,11.967,6.956,1018.747,1.0001,21.723,0.92,10.613,1
31,F,HM-F087,36.542,49.826,2.374,0.0148,4.113,173.621,1011.556,13.484,5.892,894.195,1.0065,35.217,1.191,10.965,1
32,A,HM-A104,33.794,44.985,2.699,0.0236,3.529,195.032,1013.225,14.389,7.418,917.338,1.0038,21.157,1.516,9.444,1
